iter,loss,loss_f,loss_b
1,6.742452621459961,9.188249532599002e-05,6.742360591888428
2,6.738525867462158,9.32511902647093e-05,6.73843240737915
3,6.734652996063232,9.46684303926304e-05,6.73455810546875
4,6.7308349609375,9.61414334597066e-05,6.730738639831543
5,6.727072238922119,9.766723815118894e-05,6.7269744873046875
6,6.72336483001709,9.924187179422006e-05,6.723265647888184
7,6.719714641571045,0.00010086195834446698,6.719613552093506
8,6.71612024307251,0.00010252551874145865,6.716017723083496
9,6.712582588195801,0.00010422936611576006,6.712478160858154
10,6.709102630615234,0.0001059682690538466,6.708996772766113
11,6.7056779861450195,0.00010773632675409317,6.705570220947266
12,6.702310562133789,0.00010952838056255132,6.702200889587402
13,6.698999881744385,0.00011134079250041395,6.698888778686523
14,6.695745468139648,0.00011317143798805773,6.695632457733154
15,6.69254732131958,0.00011501894914545119,6.692432403564453
16,6.689404010772705,0.00011688240920193493,6.689287185668945
17,6.686316967010498,0.00011876077769557014,6.6861982345581055
18,6.683283805847168,0.00012065305782016367,6.683163166046143
19,6.680304527282715,0.0001225580635946244,6.680181980133057
20,6.677378177642822,0.0001244746526936069,6.677253723144531
21,6.674505233764648,0.00012640177737921476,6.674378871917725
22,6.6716837882995605,0.0001283385354327038,6.671555519104004
23,6.668913841247559,0.0001302842138102278,6.668783664703369
24,6.666193962097168,0.00013223831774666905,6.666061878204346
25,6.6635236740112305,0.00013420049799606204,6.663389682769775
26,6.66090202331543,0.00013617071090266109,6.660765647888184
27,6.658328056335449,0.00013814924750477076,6.65818977355957
28,6.655800819396973,0.00014013677719049156,6.655660629272461
29,6.653319835662842,0.0001421342312823981,6.653177738189697
30,6.650883674621582,0.00014414307952392846,6.650739669799805
31,6.648492336273193,0.00014616508269682527,6.648345947265625
32,6.646144390106201,0.0001482023362768814,6.64599609375
33,6.643838882446289,0.00015025735774543136,6.643688678741455
34,6.641575336456299,0.00015233281010296196,6.641423225402832
35,6.639354705810547,0.000154431676492095,6.639200210571289
36,6.637172698974609,0.00015655718743801117,6.637016296386719
37,6.635032653808594,0.00015871264622546732,6.634873867034912
38,6.632930755615234,0.0001609015598660335,6.63277006149292
39,6.630867004394531,0.00016312743537127972,6.630703926086426
40,6.628842830657959,0.00016539383796043694,6.6286773681640625
41,6.62685489654541,0.00016770436195656657,6.626687049865723
42,6.624904632568359,0.00017006252892315388,6.624734401702881
43,6.622990608215332,0.00017247172945644706,6.6228179931640625
44,6.62111234664917,0.00017493547056801617,6.620937347412109
45,6.619269371032715,0.0001774570409907028,6.619091987609863
46,6.617461681365967,0.00018003961304202676,6.617281436920166
47,6.615687847137451,0.00018268643179908395,6.615505218505859
48,6.613947868347168,0.0001854005386121571,6.613762378692627
49,6.612241268157959,0.00018818485841620713,6.612052917480469
50,6.610568046569824,0.00019104238890577108,6.610376834869385
51,6.608926773071289,0.00019397589494474232,6.6087327003479
52,6.6073174476623535,0.0001969880540855229,6.607120513916016
53,6.605739593505859,0.00020008150022476912,6.605539321899414
54,6.604193687438965,0.0002032586926361546,6.60399055480957
55,6.602676868438721,0.00020652206148952246,6.602470397949219
56,6.601190567016602,0.0002098738041240722,6.600980758666992
57,6.599734306335449,0.00021331614698283374,6.599521160125732
58,6.598306179046631,0.0002168512437492609,6.598089218139648
59,6.596907615661621,0.00022048094251658767,6.596687316894531
60,6.5955376625061035,0.00022420723689720035,6.595313549041748
61,6.594195365905762,0.00022803207684773952,6.593967437744141
62,6.592879295349121,0.00023195715039037168,6.592647552490234
63,6.591592311859131,0.0002359842910664156,6.59135627746582
64,6.590330123901367,0.00024011520144995302,6.590089797973633
65,6.5890936851501465,0.00024435159866698086,6.5888495445251465
66,6.587884426116943,0.0002486951998434961,6.587635517120361
67,6.586699485778809,0.0002531475620344281,6.586446285247803
68,6.5855393409729,0.000257710344158113,6.585281848907471
69,6.5844035148620605,0.00026238514692522585,6.584141254425049
70,6.583292007446289,0.00026717354194261134,6.583024978637695
71,6.5822038650512695,0.0002720769844017923,6.5819315910339355
72,6.581138610839844,0.00027709707501344383,6.580861568450928
73,6.580096244812012,0.0002822352689690888,6.5798139572143555
74,6.579076290130615,0.00028749287594109774,6.578788757324219
75,6.578078269958496,0.00029287138022482395,6.577785491943359
76,6.577101707458496,0.00029837206238880754,6.576803207397461
77,6.576146602630615,0.0003039963776245713,6.575842380523682
78,6.575211524963379,0.00030974543187767267,6.574901580810547
79,6.5742974281311035,0.00031562059302814305,6.573981761932373
80,6.5734028816223145,0.0003216230252292007,6.5730814933776855
81,6.57252836227417,0.00032775377621874213,6.572200775146484
82,6.5716729164123535,0.0003340140974614769,6.571339130401611
83,6.570836544036865,0.00034040509490296245,6.570496082305908
84,6.570018768310547,0.00034692781628109515,6.569671630859375
85,6.569220066070557,0.0003535833675414324,6.56886625289917
